,Symbol,Market Cap,Price,Circulating Supply,Volume(24h),% 1h,% 24h,% 7d
883,MFG,19463344.0,0.06274,310216350.0,55780.0,-0.0171,-0.2472,-0.1517
884,PHB,19445026.0,0.5236,37136776.0,3755764.0,0.020299999,-0.1761,-0.2459
885,SLICE,19275040.0,0.9638,20000000.0,238724.0,-0.0025,-0.13859999,-0.074
886,IFC,19246138.0,0.0002124,90595750000.0,3827.0,-0.0034999999,0.5443,0.3266
887,TRUE,19235524.0,0.2417,79575544.0,75328776.0,0.018,-0.06,0.4493
888,GOC,19184860.0,0.07822,245278430.0,204200.0,-0.020499999,-0.0701,0.0594
889,STAK,19149592.0,0.009325,2053571600.0,888601.0,0.0036000002,-0.29659998,-0.2672
890,STAX,19145284.0,1.4,13646645.0,436.0,-0.005,-0.1376,-0.2014
891,CLO,19059832.0,0.007402,2575109600.0,100807.0,-0.0117999995,-0.19409999,-0.191
892,RENA,19022374.0,2.77,6862242.0,5503701.0,0.024,-0.2331,-0.49490002
893,DOGGY,18845792.0,0.004658,4045958700.0,2935362.0,-0.0054,-0.1866,-0.2782
894,TOWER,18758304.0,0.07894,237619980.0,1549624.0,-0.0032,-0.2039,-0.3169
895,CRON,18739040.0,2.29,8199052.0,455776.0,-0.0057,0.04,0.0394
896,MITX,18491964.0,0.04055,456000000.0,561784.0,0.0631,-0.16459998,-0.24149999
897,DHT,18571098.0,0.9157,20281354.0,2297166.0,0.026800001,-0.111899994,-0.025
898,TARA,18441540.0,0.01373,1343021400.0,2255189.0,-0.0061000003,-0.264,-0.2672
899,NVT,18416550.0,0.06649,276983680.0,542920.0,-0.021300001,-0.1416,-0.35
900,INTER,18433292.0,6.14,3000091.0,1022933.0,-0.0064999997,-0.1342,-0.1899
901,SMI,18348224.0,1.835e-05,1000000000000.0,815542.0,-0.0108,-0.21290001,0.047
902,EMRX,18343128.0,0.6779,27058764.0,854075.0,0.0105,-0.1658,-0.1419
903,MTA,18326540.0,1.06,17336544.0,6144000.0,0.0016,-0.18129998,-0.2958
904,BIP,18246388.0,0.003713,4914350600.0,77726.0,-0.0029,-0.0674,-0.031600002
905,FAIR,18210718.0,0.01897,960000000.0,26543924.0,-0.0319,-0.3022,-0.4602
906,EPK,18164912.0,0.411,44196428.0,1886658.0,-0.0081,-0.1972,-0.1549
907,mAMZN,18137946.0,3446.58,5263.0,201948.0,-0.00059999997,-0.0312,-0.0395
908,ONE,18078728.0,0.001913,9449081000.0,,-0.0002,-0.16770001,-0.176
909,CON,17835888.0,0.006156,2897406000.0,1608005.0,0.0182,-0.0505,-0.0069999998
910,TON,17945362.0,6.58,2727340.0,22548340.0,-0.0045,-0.241,-0.239
911,RSTR,17829288.0,0.0004721,37766850000.0,,-0.0034999999,-0.17639999,-0.1451
912,USDX,17827112.0,4.73,3772661.0,264.0,-0.0011,-0.1867,-0.0685
913,MAPS,17758370.0,0.4108,43233176.0,976149.0,-0.0069999998,-0.2548,-0.4253
914,CREAM,17756596.0,28.81,616378.0,9227427.0,-0.0015,-0.173,-0.23979999
915,CTCN,17747068.0,0.4074,43559270.0,196067.0,0.0042,0.0195,-0.1991
916,SNY,17736164.0,3.15,5625000.0,293390.0,-0.01,-0.0531,-0.1527
917,DF,17739952.0,0.1546,114772960.0,9941725.0,-0.0064999997,-0.1992,-0.1282
918,DG,17616336.0,0.2199,80104730.0,67880290.0,0.0007,-0.0175,-0.063
919,NCASH,17605162.0,0.002442,7209318000.0,497764.0,-0.0156,-0.266,-0.1472
920,ETP,17370104.0,0.2188,79386776.0,1214275.0,-0.0405,-0.073,-0.0217
921,SPARTA,17414620.0,0.2033,85674310.0,1380838.0,0.0061000003,-0.19229999,-0.3083
922,IGNIS,17379372.0,0.02283,761143940.0,468650.0,-0.015800001,-0.1102,-0.0765
923,LABS,17351688.0,0.008329,2083379600.0,1499451.0,-0.0136,-0.1169,-0.1664
924,PACOCA,17326726.0,0.2097,82634800.0,1310639.0,-0.0128,-0.1364,-0.2536
925,PETS,17232928.0,3.442e-06,5007120300000.0,891647.0,-0.0104,-0.1258,-0.1832
926,mVIXY,17186608.0,7.8,2204232.0,,-0.00059999997,-0.0022,-0.0017
927,SWTH,17088748.0,0.01033,1654017700.0,193118.0,0.0056,-0.20549999,-0.3081
928,GAL,17076160.0,4.87,3507572.0,2755381.0,0.0046,-0.1577,-0.2321
929,APPC,17069136.0,0.06985,244357800.0,1252475.0,-0.0099,-0.2473,-0.18280001
930,MATTER,17027772.0,0.544,31301448.0,1001303.0,0.0046,-0.1294,-0.1729
931,VIBE,16923816.0,0.06506,260136430.0,478742.0,0.025799999,-0.322,1.1147
932,ABT,16878558.0,0.1713,98554300.0,12177340.0,-0.01,-0.1753,-0.15100001
933,DFYN,16776062.0,0.3833,43772988.0,2509395.0,-0.0021,-0.18290001,-0.23110001
934,ACM,16733851.0,5.33,3141172.0,5939945.0,-0.0025,-0.1766,-0.1844
935,MTH,16823142.0,0.04181,402400000.0,3839946.0,0.0104,0.014400001,0.0309
936,MTRG,16508916.0,7.12,2318338.0,1275354.0,-0.0227,-0.20969999,-0.2951
937,NEST,16505537.0,0.00823,2005474300.0,3956263.0,0.0049,-0.1967,-0.2687
938,OAX,16367393.0,0.2124,77045250.0,1064666.0,-0.0036000002,-0.2387,-0.19479999
939,MOD,16395167.0,1.17,14072741.0,703944.0,-0.0028,-0.1625,-0.17819999
940,EDEN,16407540.0,1.24,13232627.0,15760545.0,0.0146,-0.28,-0.31780002
941,TRIAS,16357082.0,10.22,1600000.0,13785154.0,-0.014400001,-0.2965,-0.29459998
942,OLT,16349104.0,0.03597,454459420.0,499427.0,0.0043,-0.2065,-0.26860002
943,TRV,16292637.0,0.0252,646499900.0,3053199.0,-0.0097,-0.2394,0.0241
944,WIKEN,16288164.0,0.01909,853062000.0,2405734.0,-0.0211,-0.2468,-0.2515
945,SARCO,16236029.0,1.04,15649252.0,153152.0,-0.001,-0.3364,-0.3635
946,LZ,16202318.0,6.52,2483156.0,360337.0,-0.0019,-0.0728,-0.065799996
947,SWASH,16153394.0,0.2019,79997940.0,2878815.0,-0.0163,-0.2698,-0.45360002
948,FREE,16132368.0,1.623e-06,9938990000000.0,187445.0,-0.0125,-0.175,-0.1729
949,MYST,16084419.0,0.8029,20033628.0,263128.0,0.0081,-0.137,-0.1528
950,GOM2,16083955.0,0.01664,966864400.0,1846371.0,0.0069999998,-0.18540001,0.023
951,IQN,16081961.0,2.93,5491860.0,1113750.0,-0.0054,-0.113199994,-0.1142
952,SWINGBY,16049870.0,0.05664,283373800.0,621516.0,0.0152,-0.1285,-0.1088
953,mNFLX,16068683.0,612.49,26235.0,129230.0,-0.00059999997,-0.0429,-0.0942
954,XPX,16006049.0,0.002625,6097456600.0,228221.0,0.0297,-0.1904,0.8839
955,FST,16014528.0,0.4061,39433250.0,27453.0,-0.0015,-0.1351,-0.4266
956,VRT,15911134.0,0.0007232,21999980000.0,717185.0,-0.0126,-0.1475,-0.2318
957,KLO,15897145.0,0.6857,23184480.0,2034490.0,0.0045,-0.2926,-0.3793
958,EXNT,15889558.0,0.252,63050104.0,72639.0,-0.001,-0.1713,0.18620001
959,ATM,15780485.0,7.56,2086980.0,5417377.0,-0.0022,-0.13159999,-0.1745
960,PROB,15761289.0,0.3753,42000000.0,66831.0,-0.0361,-0.089700006,-0.19299999
961,TULIP,15752839.0,19.32,815206.0,3754601.0,-1e-04,-0.2313,-0.261
962,TRIX,15728943.0,0.005834,2695988000.0,1156673.0,-0.014199999,-0.1723,-0.1166
963,AVT,15521535.0,2.59,6000000.0,186329.0,0.105500005,-0.1304,-0.1338
964,FXF,15485623.0,0.1959,79058060.0,193901.0,0.0057,-0.1393,-0.315
965,SIGNA,15455609.0,0.007253,2130801400.0,15354.0,-0.044299997,-0.1744,-0.1279
966,GTH,15397620.0,0.1529,100724610.0,2056189.0,0.0101,-0.142,-0.2744
967,PICKLE,15362401.0,8.33,1843793.0,2515793.0,-0.0057,-0.1588,-0.0353
968,FUSE,15280202.0,0.2776,55045524.0,2699719.0,0.0211,-0.2768,-0.1243
969,ODDZ,15184607.0,0.4179,36334284.0,1332552.0,-0.055,-0.2724,-0.056500003
970,BIDR,15141291.0,6.708e-05,225715440000.0,86614660.0,-0.0008,-0.0326,-0.027999999
971,BONDLY,15121512.0,0.1454,103978856.0,2080113.0,-0.0019,-0.1409,-0.2091
972,RINGX,15081974.0,0.04854,310742800.0,1743481.0,0.0037,-0.19510001,-0.299
973,UPUNK,15029675.0,0.06012,250000000.0,130456.0,-0.0032,-0.1037,-0.0726
974,mUSO,15026123.0,50.64,296699.0,126357.0,-0.00059999997,-0.019299999,-0.04
975,BSCS,14991462.0,0.4062,36903908.0,5325920.0,-0.0064,-0.1674,-0.12189999
976,USDJ,14834313.0,0.999,14848772.0,5579176.0,-0.0037,0.0004,-0.0011
977,CAS,14789714.0,0.01805,819528000.0,427900.0,0.0039,-0.1283,-0.1538
978,GATE,14747120.0,0.02747,536750430.0,14965.0,-0.0015,-0.2579,-0.2356
979,EBEN,14696775.0,1.04,14107041.0,44.0,-0.0017,-0.0039,-0.0068
980,ES,14565524.0,0.01461,997282750.0,504671.0,-0.0025,-0.1008,0.22790001
981,mTWTR,14580175.0,45.02,323826.0,76819.0,-0.00059999997,-0.028199999,-0.097600006
982,NAFT,14557256.0,0.02911,500000000.0,1304001.0,-0.0045,-0.0928,0.0195
983,CFi,14556545.0,7.58,1920000.0,273681.0,-0.0049,-0.1537,-0.22719999
984,TOP,14437596.0,0.002619,5512414700.0,19056532.0,-0.0062,0.857,0.5736
985,NGM,14522716.0,0.7349,19760286.0,492868.0,0.0037,-0.1106,-0.0544
986,RFUEL,14518910.0,0.04952,293200830.0,20642640.0,-0.0047,-0.1303,-0.0753
987,QLC,14462284.0,0.06026,240000000.0,29522640.0,0.0366,0.2228,0.629
988,FCT,14431487.0,1.42,10140733.0,7314.0,-0.0121,-0.17629999,-0.1693
989,FIS,14408154.0,1.28,11217512.0,17743708.0,-0.0099,-0.24299999,-0.2587
990,XRT,14365784.0,13.63,1054016.0,1295771.0,0.0076,-0.1967,-0.2352
991,1ART,14330747.0,0.1736,82541220.0,2458038.0,-0.0068,-0.2292,-0.36330003
992,DOE,14241846.0,0.07413,192111680.0,1367771.0,-0.0208,-0.027999999,-0.4407
993,NXT,14164207.0,0.01418,998999940.0,592687.0,0.0113,-0.1122,-0.0661
994,PCL,14118236.0,0.006623,2131679900.0,2532253.0,0.098900005,0.1599,0.135
995,PING,14072176.0,0.005205,2703465000.0,551574.0,-0.0063,-0.16299999,-0.25100002
996,BIN,14044630.0,0.01756,800000000.0,1962260.0,0.013200001,-0.2527,-0.2191
997,FEAR,13990611.0,2.14,6532157.0,13433159.0,-0.0054,-0.22219999,0.0025
998,AGRS,13984296.0,0.7769,18000000.0,5813.0,0.037100002,-0.083000004,0.062
999,BETU,13925667.0,0.1294,107608040.0,887245.0,0.0034,-0.1026,-0.3158
